Datetime,aggregate
2024-07-12 11:38:00+05:30,26.550000190734863
2024-07-12 11:39:00+05:30,26.670000648498537
2024-07-12 11:40:00+05:30,26.65000057220459
2024-07-12 11:41:00+05:30,26.600000381469727
2024-07-12 11:41:00+05:30,26.47000045776367
2024-07-12 11:42:00+05:30,26.233333587646484
2024-07-12 11:42:00+05:30,26.3
2024-07-12 11:43:00+05:30,26.46666653951009
2024-07-12 11:44:00+05:30,26.660000228881835
2024-07-12 11:45:00+05:30,27.050000190734863
2024-07-12 11:45:00+05:30,26.89999961853028
2024-07-12 11:46:00+05:30,27.066666920979817
2024-07-12 11:58:00+05:30,30.39999961853028
2024-07-12 12:05:00+05:30,30.399999618530273
2024-07-12 12:05:00+05:30,30.399999618530277
2024-07-12 12:06:00+05:30,30.5
2024-07-12 12:08:00+05:30,30.54000015258789
2024-07-12 12:08:00+05:30,30.53333346048991
2024-07-12 12:09:00+05:30,30.600000381469727
2024-07-12 12:47:00+05:30,30.590000343322753
2024-07-12 12:47:00+05:30,30.590000343322757
2024-07-12 12:47:00+05:30,30.59000034332276
2024-07-12 12:56:00+05:30,30.6100004196167
2024-07-12 12:57:00+05:30,30.69000072479248
2024-07-12 12:59:00+05:30,30.700000762939453
2024-07-12 13:00:00+05:30,30.55555576748318
2024-07-12 13:01:00+05:30,30.58000030517578
2024-07-12 13:04:00+05:30,30.550000190734863
2024-07-12 13:06:00+05:30,30.510000038146973
2024-07-12 13:09:00+05:30,30.520000076293947
2024-07-12 13:10:00+05:30,30.57000026702881
2024-07-12 13:11:00+05:30,30.660000610351563
2024-07-12 13:12:00+05:30,30.75999984741211
2024-07-12 13:17:00+05:30,31.03000011444092
2024-07-12 13:17:00+05:30,31.030000114440917
2024-07-12 13:22:00+05:30,31.130000495910643
2024-07-12 13:23:00+05:30,31.160000610351563
2024-07-12 13:27:00+05:30,30.969999885559083
2024-07-12 13:32:00+05:30,31.06000022888184
2024-07-12 13:32:00+05:30,31.060000228881837
2024-07-12 13:39:00+05:30,31.100000381469727
2024-07-12 13:40:00+05:30,31.04000015258789
2024-07-12 13:44:00+05:30,30.95999984741211
2024-07-12 13:45:00+05:30,30.909999656677247
2024-07-12 13:46:00+05:30,30.988888846503365
2024-07-12 13:48:00+05:30,30.83000011444092
2024-07-12 13:48:00+05:30,30.830000114440917
2024-07-12 13:49:00+05:30,30.809999847412108
2024-07-12 13:50:00+05:30,30.76999988555908
2024-07-12 13:52:00+05:30,30.979999923706053
2024-07-12 13:54:00+05:30,31.07000026702881
2024-07-12 13:56:00+05:30,31.0
2024-07-12 13:57:00+05:30,30.92999973297119
2024-07-12 13:58:00+05:30,30.989999961853027
2024-07-12 13:59:00+05:30,30.91428538731166
2024-07-12 14:00:00+05:30,30.875
2024-07-12 14:01:00+05:30,31.02222230699327
2024-07-12 14:02:00+05:30,30.957142693655832
2024-07-12 14:03:00+05:30,23.13333304723104
2024-07-12 14:03:00+05:30,23.133333047231037
2024-07-12 14:11:00+05:30,30.899999618530277
2024-07-12 14:11:00+05:30,30.899999618530273
2024-07-12 14:11:00+05:30,30.89999961853028
2024-07-12 14:14:00+05:30,30.71250057220459
2024-07-12 14:15:00+05:30,30.842857088361463
2024-07-12 14:15:00+05:30,30.842857088361466
2024-07-12 14:16:00+05:30,30.91428565979004
2024-07-12 14:21:00+05:30,17.785714558192662
2024-07-12 14:22:00+05:30,31.22000045776367
2024-07-12 14:23:00+05:30,3.0000001907348635
2024-07-12 14:24:00+05:30,-1.6800002098083495
2024-07-12 14:25:00+05:30,15.533333778381348
2024-07-12 14:26:00+05:30,-9.925000071525574
2024-07-12 14:29:00+05:30,-15.800000190734863
2024-07-12 14:30:00+05:30,31.26666641235352
2024-07-12 14:30:00+05:30,31.266666412353516
2024-07-12 14:59:00+05:30,-15.899999618530272
2024-07-12 14:59:00+05:30,-15.899999618530273
2024-07-12 15:00:00+05:30,-6.519999694824219
2024-07-12 15:08:00+05:30,-16.0
2024-07-12 15:08:00+05:30,7.5
2024-07-12 15:09:00+05:30,31.010000038146973
2024-07-12 15:10:00+05:30,31.05714307512556
2024-07-12 15:15:00+05:30,31.1100004196167
2024-07-12 15:16:00+05:30,31.200000762939453
2024-07-12 15:17:00+05:30,31.299999237060547
2024-07-12 15:18:00+05:30,31.379999542236327
2024-07-12 15:19:00+05:30,31.39999961853028
2024-07-12 15:20:00+05:30,31.30999927520752
2024-07-12 15:20:00+05:30,31.31428500584193
2024-07-12 15:22:00+05:30,31.32499933242798
2024-07-12 15:22:00+05:30,31.36999950408936
2024-07-12 15:22:00+05:30,31.369999504089357
2024-07-12 15:23:00+05:30,31.359999465942384
2024-07-12 15:25:00+05:30,31.34999942779541
2024-07-12 15:26:00+05:30,31.449999809265137
2024-07-12 15:26:00+05:30,31.428571156093053
2024-07-12 15:27:00+05:30,31.5
2024-07-12 15:29:00+05:30,31.399999618530273
2024-07-12 15:29:00+05:30,31.399999618530277
2024-07-12 15:30:00+05:30,31.31999950408936
2024-07-12 15:30:00+05:30,31.319999504089356
2024-07-12 15:31:00+05:30,31.27999954223633
2024-07-12 15:32:00+05:30,26.53000020980835
2024-07-12 15:32:00+05:30,31.25
2024-07-12 15:33:00+05:30,31.180000686645506
2024-07-12 15:33:00+05:30,31.180000686645503
2024-07-12 15:35:00+05:30,31.07500028610229
2024-07-12 15:35:00+05:30,31.075000286102295
2024-07-12 15:37:00+05:30,31.166667302449543
2024-07-12 15:37:00+05:30,31.140000534057616
2024-07-12 15:38:00+05:30,31.27499961853028
2024-07-12 15:38:00+05:30,31.28999938964844
2024-07-12 15:38:00+05:30,31.289999389648436
2024-07-12 15:40:00+05:30,1.8624995946884155
2024-07-12 15:51:00+05:30,31.17142922537668
2024-07-12 15:51:00+05:30,31.15000057220459
2024-07-12 15:53:00+05:30,31.077778074476456
2024-07-12 15:58:00+05:30,24.63999938964844
2024-07-12 15:58:00+05:30,25.66666603088379
2024-07-12 15:58:00+05:30,24.639999389648438
2024-07-12 15:59:00+05:30,15.399999618530272
2024-07-12 16:08:00+05:30,26.471428189958846
2024-07-12 16:09:00+05:30,29.349999618530273
2024-07-12 16:09:00+05:30,29.349999618530276
2024-07-12 16:09:00+05:30,29.34999961853028
2024-07-12 16:10:00+05:30,18.499999618530275
2024-07-12 16:11:00+05:30,16.949999618530274
2024-07-12 16:14:00+05:30,15.399999618530273
